other_income,interest_income,business_income,emp_income
0,0,0,3357414
0,0,0,2506787.88
0,0,0,2775756
0,0,0,2587400.36
0,0,0,3702284
0,0,0,3275074
0,0,0,2129247.02
0,0,0,2217110
0,0,0,3181363.56
0,0,0,2360927.75
0,0,0,2457803.52
0,0,0,2384373.79
0,0,0,2534388
0,0,0,3485224.43
0,0,0,3784582.05
0,0,0,2656887
0,0,0,4875347.5
0,0,0,6934920.61
0,0,0,15042209.37
0,0,0,5259409.55
0,0,0,3909661
0,0,0,4090159
0,0,0,4500137.1
0,0,0,2358172
0,0,0,9092149
0,0,0,3920832.44
0,0,0,5754467
0,0,0,4862210
0,0,0,2033220
0,0,0,7666974
0,0,0,16710609.8
0,0,0,2447750
0,0,0,4083858.9
0,0,0,11927332.23
0,0,0,2905217.67
0,0,0,13844719
0,0,0,3341314.4
0,0,0,3810916.72
0,0,0,1999556
0,0,0,2037600
0,0,0,14988699.21
0,0,0,3387810
0,0,0,10270236
0,0,0,2105845.7
0,0,0,2743568.17
0,0,0,3399631.57
0,0,0,5328778.57
0,0,0,3587257.07
0,0,0,2803830
0,0,0,40056556
0,0,0,2680928
0,0,0,2366248
0,0,0,2202443.88
0,0,0,1962064.6
0,0,0,3157081.2
0,0,0,14022000
0,0,0,2302933
0,0,0,3896739.13
0,0,0,3085878
0,0,0,2288297.4
0,0,0,16261197.63
0,0,0,3631956.18
0,0,0,3580769.15
0,0,0,2684868.29
0,0,0,1984317
0,0,0,2206487.17
0,0,0,2806858.76
0,0,0,2301716.55
0,0,0,3308645
0,0,0,2538260.76
0,0,0,101000000
0,0,0,3245641.6
0,0,0,2731188
0,0,0,2176618.37
0,0,0,3520029.68
0,0,0,3165940
0,0,0,2312231
0,0,0,3805786
0,0,0,5532335.22
8594686.667,8594686.667,0,0
0,0,0,3400000
0,0,0,7255065.25
0,0,0,2101344.02
0,0,0,3462086.35
0,0,0,2137810
0,0,0,1979216.22
0,0,0,3763224
0,0,0,2020029.4
0,0,0,5845425
0,0,0,5298360
0,0,0,8838843.18
0,0,0,16857566.4
0,0,0,3567109.23
0,0,0,3763935
0,0,0,4962137
0,0,0,16990473.66
0,0,0,3721474
0,0,0,3518100
0,0,0,2475782
0,0,0,2000996
0,0,0,3997272
0,0,0,3933702.8
0,0,0,1954624
0,0,0,2314780
0,0,0,9952648
6049646.667,6049646.667,0,0
0,0,0,2762290
0,0,0,4745002
0,0,0,2560570.15
0,0,0,2025023
0,0,0,13230625.09
0,0,0,2208000
0,0,0,3171252
0,0,0,1962580
0,0,0,2101120
0,0,0,11286000
0,0,0,7438840.86
0,0,0,2574009.82
0,0,0,4008216
0,0,0,7416313
0,0,0,6109891
0,0,0,3796158
0,0,0,2880000
0,0,0,2400000
0,0,0,2825500
0,0,0,2787775
0,0,0,4827241.13
0,0,0,2911955.7
0,0,0,2353972
4042633.333,4042633.333,0,0
0,0,0,2985234
0,0,0,17666565
0,0,0,5799166.47
0,0,0,2757838
0,0,0,2765000
0,0,0,2316900
0,0,0,2586405.1
0,0,0,12534842.49
0,0,0,2637556
0,0,0,2816079.25
0,0,0,2167811.22
0,0,0,2880483.5
0,0,0,8447500
0,0,0,2863312
0,0,0,3338132.76
0,0,0,12111378.89
0,0,0,2977640
0,0,0,2308276.92
0,0,0,3631456
0,0,0,2795213
0,0,0,2601112.35
0,0,0,3402500
0,0,0,3193029.8
0,0,0,6678926.4
0,0,0,4440648
0,0,0,2945975
0,0,0,11378397
0,0,0,21009285.98
0,0,0,38519055.93
0,0,0,4221500
0,0,0,11524484
0,0,0,5366459.3
0,0,0,2886261
0,0,0,4090867.82
0,0,0,14622182
0,0,0,2771753.55
0,0,0,1998307
0,0,0,2126296
0,0,0,2494435.5
0,0,0,1980000
0,0,0,3259165.66
0,0,0,4887796
0,0,0,2250000
0,0,0,4033324
0,0,0,4549433.32
0,0,0,2202221.04
0,0,0,5562279
0,0,0,2020980
0,0,0,4211447.26
0,0,0,4170210
0,0,0,5104902.23
0,0,0,11481017
0,0,0,2638079.78
0,0,0,2486071.5
0,0,0,3779198
0,0,0,2218277
0,0,0,2738658.7
0,0,0,2421750
0,0,0,8677690
0,0,0,2503874
0,0,0,2455397
0,0,0,3695182
0,0,0,3365637.56
0,0,0,4499200
0,0,0,2364741
0,0,0,3154450
0,0,0,35930352
0,0,0,2504159.2
0,0,0,2098860
0,0,0,7175260
0,0,0,10714452
0,0,0,1980290
0,0,0,13816434
0,0,0,2152835
0,0,0,3189995.2
0,0,0,2183056.51
0,0,0,3843490.88
0,0,0,6115904.73
0,0,0,2256332.62
0,0,0,2108803.6
0,0,0,2316519
0,0,0,2160000
0,0,0,4022715.13
0,0,0,2605759
0,0,0,2722717.76
0,0,0,8103536.12
0,0,0,12049900
0,0,0,2615061.49
0,0,0,14505039.39
0,0,0,10414000
0,0,0,5077621
0,0,0,44997838
0,0,0,2795213
0,0,0,3084198.25
0,0,0,4180560
0,0,0,2335782.25
0,0,0,10017756.9
0,0,0,2549132
0,0,0,11203744.77
0,0,0,10363822.75
0,0,0,2675114.49
0,0,0,2400000
0,0,0,2376299.98
0,0,0,19518469
0,0,0,3218464
0,0,0,5800000
0,0,0,4091178.08
0,0,0,5835051
0,0,0,11890527.5
0,0,0,2790768
0,0,0,2167440
0,0,0,7006855.26
0,0,0,2177434
0,0,0,8387340
0,0,0,2483063.11
0,0,0,3383519.25
0,0,0,2154546
0,0,0,3798767.15
0,0,0,3453800
0,0,0,2674565
0,0,0,2013366.42
0,0,0,2472396
0,0,0,2777038.2
0,0,0,2181384
0,0,0,8364230.87
0,0,0,4729184.41
0,0,0,5400000
0,0,0,3422093.5
0,0,0,4366787.25
0,0,0,8432791.9
0,0,0,6434090.8
0,0,0,6001800
0,0,0,2093888.9
0,0,0,4000000
0,0,0,2268611.35
0,0,0,2220000
0,0,0,3258138
0,0,0,3750000
0,0,0,2328277
0,0,0,4520717
0,0,0,4554668
0,0,0,4150531
0,0,0,2118179
0,0,0,3305183
0,0,0,4293392
0,0,0,2990947.3
0,0,0,2467603
0,0,0,6681449
0,0,0,2552650.27
0,0,0,4230656
0,0,0,4732860
0,0,0,2587480
0,0,0,4418774
0,0,0,11010525
0,0,0,4235332
0,0,0,2619864.2
0,0,0,2154130.95
0,0,0,2835791.07
0,0,0,7017010.33
0,0,0,2557631
0,0,0,3135582
0,0,0,2460035.26
0,0,0,2170580
0,0,0,4546316.6
0,0,0,5673725.25
0,0,0,5223453.6
0,0,0,9960789.22
0,0,0,2612906.44
0,0,0,2072105.99
0,0,0,4560000
0,0,0,3845168
0,0,0,6699725
0,0,0,2140323.48
0,0,0,4963625.4
0,0,0,2082182.15
0,0,0,24118217
0,0,0,5389480
0,0,0,4557994
0,0,0,3995300
0,0,0,2264013.7
0,0,0,3556970
0,0,0,7778928
0,0,0,15841670.75
0,0,0,81161137
0,0,0,3182634.8
0,0,0,9740884.11
0,0,0,7007698
0,0,0,13386312
0,0,0,3099104
0,0,0,2750760.76
0,0,0,2861210
0,0,0,6328356.5
0,0,0,2160000
0,0,0,2677020.84
0,0,0,5091525.74
0,0,0,2909100
0,0,0,2580504.65
0,0,0,2455303.52
0,0,0,2521603
0,0,0,4226086.8
0,0,0,5910243.52
0,0,0,2295082
0,0,0,4287974.9
0,0,0,2293640
0,0,0,6701600
0,0,0,10588867.3
0,0,0,36573599.06
3163113.333,3163113.333,0,0
0,0,0,8593649.15
0,0,0,9409618.36
0,0,0,3150225
0,0,0,2788710
0,0,0,4824165.6
0,0,0,4604733
0,0,0,2777968
0,0,0,2447350
0,0,0,3523035.88
0,0,0,9877055.39
0,0,0,3054144.84
0,0,0,4576680
0,0,0,4169049
0,0,0,3481947.6
0,0,0,3859551.7
0,0,0,2650602
0,0,0,3575166
0,0,0,3602037
0,0,0,5149340
0,0,0,2559809.06
0,0,0,2175108
0,0,0,2908000
0,0,0,4540092
0,0,0,3011950
0,0,0,2380450
0,0,0,2094796
0,0,0,5158028
0,0,0,2759416.86
0,0,0,2340846
0,0,0,3807128
0,0,0,24196563.24
0,0,0,2224446.28
0,0,0,4422000
0,0,0,6832100.35
0,0,0,4544231.3
2502126.667,2502126.667,0,0
0,0,0,2236820.04
0,0,0,2055932.35
0,0,0,3307800.01
0,0,0,1950113.42
0,0,0,2731900
0,0,0,4010775.85
0,0,0,1972270
0,0,0,4100569.9
0,0,0,3800564
0,0,0,2072273
0,0,0,2295551.13
0,0,0,2269255
0,0,0,3008550
0,0,0,3472883
4753500,4753500,0,0
0,0,0,2582552
0,0,0,2839990
0,0,0,36061555.72
0,0,0,2814588.22
0,0,0,1966440
0,0,0,2400000
0,0,0,2476458.82
0,0,0,2714461.5
0,0,0,7892857
0,0,0,4280208.35
0,0,0,2126296
0,0,0,1948469.4
0,0,0,2568146
0,0,0,8769485.85
0,0,0,3000000
0,0,0,14604571.4
0,0,0,3480584
0,0,0,2491737
0,0,0,14415468.7
0,0,0,7466455
0,0,0,4095348.6
0,0,0,3043832
0,0,0,9527353.44
0,0,0,2502390
0,0,0,2362044.35
0,0,0,9487738.43
0,0,0,3143467.55
0,0,0,4437969
0,0,0,3107388.66
0,0,0,2663570
0,0,0,2640784.9
0,0,0,3717525
0,0,0,4239781
0,0,0,4380000
0,0,0,3369282
0,0,0,2577866.09
0,0,0,3135900
0,0,0,2169108
0,0,0,2582227.67
0,0,0,4173666.6
0,0,0,11153533.01
0,0,0,3723118
0,0,0,2687862
0,0,0,6543443
0,0,0,3651252.42
0,0,0,6301790
0,0,0,6716704
0,0,0,2207408.51
0,0,0,4259968
0,0,0,4386505
0,0,0,3025097.2
0,0,0,2506933.35
0,0,0,22206646
0,0,0,3375675.76
0,0,0,4928645
0,0,0,2500879
0,0,0,7044329.15
0,0,0,6616951
0,0,0,3946079.5
0,0,0,15989613
0,0,0,2088850
0,0,0,2444351.5
0,0,0,2287301
0,0,0,2283650
0,0,0,2599325
0,0,0,4677443.98
0,0,0,3429321.4
0,0,0,3381000
0,0,0,3461364
0,0,0,2569024
0,0,0,4455744.8
0,0,0,6207030.38
0,0,0,2442721
0,0,0,2053058.16
0,0,0,2712000
0,0,0,13052155
0,0,0,8747237.58
0,0,0,15642250
0,0,0,8390393.7
0,0,0,2160000
0,0,0,9498683
0,0,0,2897539.2
0,0,0,3546000
0,0,0,3205250
0,0,0,2180630
0,0,0,4501460
0,0,0,2556067
0,0,0,4640700.61
0,0,0,7873952
0,0,0,2674256
0,0,0,2426215.35
0,0,0,2032330.53
0,0,0,4425603
0,0,0,2400000
6206853.333,6206853.333,0,0
0,0,0,2643566
0,0,0,21484592.69
0,0,0,2683655
0,0,0,34856537.15
0,0,0,2283640
0,0,0,2069750.8
0,0,0,5954839.68
0,0,0,7143500.72
0,0,0,17168301
0,0,0,5042784
0,0,0,3669618.55
0,0,0,2188350.47
5060260,5060260,0,0
0,0,0,2219940
0,0,0,2750211.88
0,0,0,2400000
0,0,0,1978161
0,0,0,2058207.48
0,0,0,3181169
0,0,0,3585659.7
0,0,0,4804145.71
0,0,0,2719100
0,0,0,2537000
0,0,0,2796100
0,0,0,2773345.15
0,0,0,10873716
0,0,0,2842000
0,0,0,2502970
0,0,0,5502971
0,0,0,3362856
0,0,0,5651844
0,0,0,10214606.42
0,0,0,2539143.22
0,0,0,2133666
0,0,0,3360000
0,0,0,3068463.71
0,0,0,2126296
0,0,0,5057115.26
0,0,0,5088672
0,0,0,8568398.15
0,0,0,4647374.69
0,0,0,3331177
0,0,0,2237000
0,0,0,6932352
0,0,0,2293532
0,0,0,6352003
0,0,0,2917281
0,0,0,2526790
0,0,0,2606755
0,0,0,3611836
0,0,0,3181210.77
0,0,0,11058124
0,0,0,3539924.13
0,0,0,2507857.75
0,0,0,3228057.65
0,0,0,4471067.23
28578953.33,28578953.33,0,0
0,0,0,2739940
0,0,0,2158046
0,0,0,23264808
0,0,0,2702435.17
0,0,0,3222077.14
0,0,0,2345827
0,0,0,2328741
0,0,0,2753218
0,0,0,2737400
0,0,0,21080764.6
0,0,0,2804620
0,0,0,6133480.09
0,0,0,2749790
0,0,0,2336800
0,0,0,13197873.56
0,0,0,2056072
0,0,0,3286640.1
0,0,0,6500000
6301360,6301360,0,0
0,0,0,7020000
0,0,0,3014808
0,0,0,3313101.92
0,0,0,4312336
0,0,0,3732998
0,0,0,9132724.82
0,0,0,15200000
0,0,0,2418400
0,0,0,7889970.99
0,0,0,2216819
0,0,0,2965910
0,0,0,9028916.91
0,0,0,2992300
0,0,0,8798425
0,0,0,4013020.5
0,0,0,4953548.75
0,0,0,2389730
0,0,0,2166715.5
0,0,0,1985050
0,0,0,3704471
0,0,0,7122605
0,0,0,11466000
0,0,0,2357188.25
0,0,0,2772000
0,0,0,3957409.2
0,0,0,3094758.8
0,0,0,2867814.8
0,0,0,4287654.77
0,0,0,2176000.01
0,0,0,12348189.13
0,0,0,3195550
2589500,2589500,0,0
0,0,0,6090791.76
0,0,0,3309971.13
0,0,0,2032318
0,0,0,4226184
0,0,0,3357031
0,0,0,9300694.68
0,0,0,3225227.35
0,0,0,4624001.36
0,0,0,4043377
0,0,0,34650746
0,0,0,2126296
0,0,0,2394466
0,0,0,2017482.86
0,0,0,2892000
0,0,0,4958903
0,0,0,2465048
0,0,0,2341840
0,0,0,2990700
0,0,0,2234757.81
0,0,0,2177364.7
0,0,0,1983607.71
0,0,0,23117593.87
0,0,0,6446243.48
0,0,0,3697254.6
0,0,0,17202252
0,0,0,4065205.53
0,0,0,14345766.5
0,0,0,75060000
0,0,0,2350810.54
0,0,0,4089206.3
0,0,0,6924238.97
0,0,0,2020710
0,0,0,3137311
0,0,0,2232890
0,0,0,9818490
0,0,0,2124000
0,0,0,2150340
0,0,0,2805700
0,0,0,3147924
0,0,0,2283966.55
0,0,0,4960316
0,0,0,7223117.59
0,0,0,3310565.79
0,0,0,8495287.83
0,0,0,15094124.2
0,0,0,2598910.7
0,0,0,2393160
0,0,0,5201576
0,0,0,4075460.44
0,0,0,2205000
0,0,0,3835816
0,0,0,4144920.23
0,0,0,4651969
0,0,0,2242326.18
0,0,0,2017432
0,0,0,3102441
0,0,0,6854857
0,0,0,3149626
2671173.333,2671173.333,0,0
0,0,0,2977142.85
0,0,0,2003467
0,0,0,2508736.77
0,0,0,12298345
0,0,0,3192530
0,0,0,2350270
0,0,0,2290313.35
0,0,0,3222581.7
0,0,0,3302500
0,0,0,4280356.2
0,0,0,2558199.29
0,0,0,54175911.03
0,0,0,2081434.25
0,0,0,2983886.52
0,0,0,2262939
0,0,0,6090185
0,0,0,4007164.53
0,0,0,9374406
0,0,0,5200000
0,0,0,3359568
0,0,0,1963682.69
4440993.333,4440993.333,0,0
0,0,0,2464550
0,0,0,2885700
0,0,0,3976512
0,0,0,2692741
0,0,0,3256234
5134566.667,5134566.667,0,0
0,0,0,3031726.24
0,0,0,4533431.55
0,0,0,2012545.35
0,0,0,2196859
0,0,0,2847920.27
0,0,0,2333050.8
0,0,0,3135900
0,0,0,2313310.32
0,0,0,3594900
0,0,0,3425839
0,0,0,8960941
0,0,0,4455962
0,0,0,2391930
0,0,0,5512262
0,0,0,8907300
0,0,0,2641710.12
0,0,0,2965323.6
0,0,0,2313470
0,0,0,1961269
0,0,0,7515639.55
0,0,0,2661184.24
0,0,0,2212530
0,0,0,3840000
0,0,0,2917281
0,0,0,2187133
0,0,0,2884535.93
0,0,0,12623511
0,0,0,2772294.05
0,0,0,6472102
0,0,0,2661640
0,0,0,2237000
0,0,0,2130116
0,0,0,2153000
0,0,0,4153990
0,0,0,3304693.58
0,0,0,6212755.6
0,0,0,5082200
0,0,0,2731638
0,0,0,2435000
0,0,0,3570018.6
0,0,0,2260650
0,0,0,2146552
0,0,0,3380232
0,0,0,6888280.98
0,0,0,1995015
0,0,0,11455861.38
0,0,0,2512599
0,0,0,2324680.6
0,0,0,7998571.68
0,0,0,3022351
0,0,0,2391706.5
0,0,0,5457750
0,0,0,2276387.65
0,0,0,2926108
0,0,0,3507888
0,0,0,2500000.01
0,0,0,3548829.05
0,0,0,3025862
0,0,0,3732998
0,0,0,6363692.5
0,0,0,2405596
0,0,0,57106979.05
0,0,0,10373158.67
0,0,0,4080276.33
0,0,0,5953112.58
0,0,0,3262533
0,0,0,2295538
0,0,0,8190046
0,0,0,7102698.39
0,0,0,46547998.51
0,0,0,6207131.7
0,0,0,3451563
0,0,0,2940000
0,0,0,4466233.59
0,0,0,3074500
0,0,0,4670384.01
0,0,0,3441800
0,0,0,5670000
0,0,0,6442235
0,0,0,3614640
0,0,0,2189122
0,0,0,7925501.8
3152220,3152220,0,0
0,0,0,11489000
0,0,0,2687000
0,0,0,1972270
0,0,0,2627286.52
0,0,0,4569500
0,0,0,5474628
0,0,0,1961958.8
0,0,0,2792939.29
0,0,0,2148989.42
0,0,0,4216900
0,0,0,3148581
0,0,0,3950802.43
0,0,0,3784980
0,0,0,17627950
0,0,0,8400000
0,0,0,4578000
0,0,0,2037479.5
0,0,0,2599173.44
0,0,0,2761790
0,0,0,2621100
0,0,0,2684184
0,0,0,3120448
0,0,0,18029531.13
0,0,0,2413354.27
0,0,0,1954479.2
0,0,0,2643614
0,0,0,4877497.2
0,0,0,5107240
0,0,0,2521926
0,0,0,2823390
0,0,0,5800333.48
0,0,0,2299366
0,0,0,6464071
0,0,0,3500000
0,0,0,33003018.58
0,0,0,2929813
0,0,0,6304558
0,0,0,6085278
0,0,0,3393298.87
0,0,0,2966532
0,0,0,4541867
0,0,0,13015967
0,0,0,2808000
0,0,0,4161347.6
2550853.333,2550853.333,0,0
0,0,0,3436601
0,0,0,2309533.65
0,0,0,25670120
0,0,0,2230160
0,0,0,2807000
0,0,0,3302347.85
0,0,0,2357340
0,0,0,2095244
0,0,0,3759744
0,0,0,2406500
0,0,0,3838918
0,0,0,2702483
0,0,0,7460142
0,0,0,2959323
0,0,0,2089620
0,0,0,1955400
0,0,0,14358618.29
0,0,0,11432537
0,0,0,9904834
0,0,0,2526220.9
0,0,0,2499279.88
0,0,0,2375530
0,0,0,3459171.75
0,0,0,2490500
0,0,0,2204412.75
0,0,0,3902645.5
0,0,0,2961498
0,0,0,5146748.8
0,0,0,4399860.13
0,0,0,2631674.6
0,0,0,2347831.8
0,0,0,3718901
0,0,0,2650520
0,0,0,5235201.84
0,0,0,3768900
0,0,0,2850717.92
0,0,0,2881149.07
0,0,0,5555186
0,0,0,5009392
0,0,0,2715100
0,0,0,2594057
0,0,0,5660670
0,0,0,6185000
0,0,0,4493981.4
0,0,0,2341251.72
0,0,0,2970871
0,0,0,18483279.4
0,0,0,2534120
0,0,0,3215884.51
3369146.667,3369146.667,0,0
0,0,0,3188554.69
0,0,0,2144442
0,0,0,3091949.69
0,0,0,9036371.43
0,0,0,2106000
0,0,0,2367796.86
0,0,0,3527944.59
0,0,0,2148981.84
0,0,0,2217180
0,0,0,4878464
0,0,0,2341729.35
0,0,0,11350288.84
0,0,0,2468040.5
0,0,0,2803054.09
0,0,0,3004732.52
0,0,0,4800000
0,0,0,3188888.52
0,0,0,2086632
0,0,0,2953105.5
0,0,0,4867054.25
0,0,0,25595301.5
0,0,0,8200009.54
0,0,0,2893041.57
0,0,0,4235290
0,0,0,2201286.25
0,0,0,3145859
2407406.667,2407406.667,0,0
0,0,0,4241140
0,0,0,5033582.76
0,0,0,3385253.98
0,0,0,5029648.2
0,0,0,3003253.08
0,0,0,3394000
0,0,0,3867711.4
0,0,0,2273731
0,0,0,9450000
0,0,0,4650579
0,0,0,1976060
0,0,0,17240822
0,0,0,11578500
0,0,0,1980000
0,0,0,3529655
0,0,0,2716414
0,0,0,6038730.9
0,0,0,2097852.73
0,0,0,25945144
0,0,0,4850193.51
0,0,0,2001325.98
0,0,0,3192932
0,0,0,2010525.2
0,0,0,4484268
0,0,0,2310636
0,0,0,2350270
0,0,0,2065260
0,0,0,15284170
0,0,0,3997468
13765940,13765940,0,0
0,0,0,2538861.41
0,0,0,2575550
0,0,0,3000000
0,0,0,2432800
0,0,0,2037241.36
0,0,0,2075520.21
0,0,0,1958729.61
0,0,0,3394011.5
0,0,0,4557975
0,0,0,4999502.68
0,0,0,21040156
0,0,0,2980930
0,0,0,6336421
0,0,0,2776651
0,0,0,2002000
0,0,0,2873526.17
0,0,0,3893952.79
0,0,0,3885000
0,0,0,4986500
0,0,0,2688600
0,0,0,4168150
0,0,0,8926667.47
0,0,0,4066291
0,0,0,2447951.39
0,0,0,2041965
0,0,0,2300304
0,0,0,6442200.16
0,0,0,6987769.34
0,0,0,3096870
0,0,0,2309978.6
0,0,0,2640000
0,0,0,2400000
0,0,0,4200000
0,0,0,3590967.71
6207340,6207340,0,0
0,0,0,4826886.43
0,0,0,3862629.5
0,0,0,2459590.2
0,0,0,6900000
0,0,0,2785893.02
0,0,0,3009720
0,0,0,7950000
0,0,0,2453000
0,0,0,9587498
0,0,0,5829181
0,0,0,5242300
0,0,0,2735440
0,0,0,2950140
0,0,0,8882512.57
0,0,0,5596339.63
0,0,0,2432218
0,0,0,3052684
0,0,0,3717475
0,0,0,2247911.48
0,0,0,3007966
0,0,0,2601276.8
0,0,0,3261032
0,0,0,10474068.64
0,0,0,2761790
0,0,0,3129395
0,0,0,7966935.32
3723553.333,3723553.333,0,0
0,0,0,5483427
0,0,0,6003626
0,0,0,7297762
0,0,0,2102685.33
0,0,0,2742280
0,0,0,17317192
0,0,0,17091772
0,0,0,2144062
0,0,0,3436127.8
0,0,0,2474940.85
0,0,0,2149379
0,0,0,5645351.84
0,0,0,5992352
0,0,0,7203075
0,0,0,4044364
0,0,0,4032000
0,0,0,6115102
0,0,0,5291775
0,0,0,2904987.4
0,0,0,3067799.44
0,0,0,10743180
0,0,0,2335441
0,0,0,8009938
0,0,0,2209229.48
0,0,0,2859012.16
4787113.333,4787113.333,0,0
0,0,0,24851762.64
0,0,0,1988414.8
0,0,0,4550000
0,0,0,2220705
0,0,0,2220133.33
0,0,0,2870373
0,0,0,2358922
0,0,0,3079631.43
0,0,0,4545700
0,0,0,2495619
0,0,0,14208899
0,0,0,3526824
0,0,0,2457011
0,0,0,1983846
0,0,0,3022629
0,0,0,3694500
0,0,0,2676900.85
0,0,0,2696985.5
0,0,0,3071895.6
0,0,0,5307423
0,0,0,11780050.68
0,0,0,4626100
0,0,0,2124183
0,0,0,3209355.28
0,0,0,3076900
0,0,0,2360810.9
0,0,0,15620400
0,0,0,6771692
0,0,0,5018531.17
0,0,0,3962711.79
0,0,0,5648097.25
0,0,0,14520000
0,0,0,2900000
2232700,2232700,0,0
0,0,0,2355750
0,0,0,1991887.1
0,0,0,2021714
0,0,0,2234830
0,0,0,2126296
0,0,0,3301656
0,0,0,1952696
0,0,0,3540288
0,0,0,23894200.32
0,0,0,2226076.8
0,0,0,2610692
0,0,0,8296248.65
0,0,0,4853217
0,0,0,4580000
0,0,0,2148149
0,0,0,4952040
0,0,0,2083363
3880393.333,3880393.333,0,0
0,0,0,2986680
0,0,0,2875527.22
0,0,0,2065046.05
0,0,0,2724212.76
0,0,0,4897682.95
0,0,0,2095588
0,0,0,2045472.5
0,0,0,8835391.5
0,0,0,2789125
0,0,0,2887240
0,0,0,2374642
0,0,0,11105412
0,0,0,3612040
0,0,0,2125500
0,0,0,6070670.39
0,0,0,214375898
0,0,0,3696000
0,0,0,2067931
0,0,0,2535197
0,0,0,4602000
0,0,0,6498909.42
0,0,0,3159324
0,0,0,2356732
0,0,0,2979890
0,0,0,6219587.29
0,0,0,4109417.3
0,0,0,2569984.65
0,0,0,8486229.5
0,0,0,2951350
0,0,0,41841307
0,0,0,1971006
0,0,0,2036220
0,0,0,2392000.76
0,0,0,2474880
2115720,2115720,0,0
0,0,0,10655381.49
0,0,0,2943074
0,0,0,8142071.33
0,0,0,2840760
2318360,2318360,0,0
0,0,0,6101419.86
0,0,0,11454978.1
0,0,0,4890099
0,0,0,14430183.95
0,0,0,3002100
0,0,0,3480000
0,0,0,3549432
0,0,0,4966669.64
0,0,0,2469508
0,0,0,2809950
0,0,0,4966893.55
0,0,0,15750000
0,0,0,3567912.8
0,0,0,3449420
0,0,0,4067958
0,0,0,3350000
0,0,0,1967280
0,0,0,4165851
0,0,0,3840000
0,0,0,2483632.84
0,0,0,25513520
0,0,0,2364094
0,0,0,3156000
0,0,0,2853871.6
0,0,0,3646549.37
0,0,0,3113700
0,0,0,3411161.9
0,0,0,3207830
0,0,0,4398455
0,0,0,3667383
0,0,0,8154285.71
0,0,0,6960829.74
0,0,0,5219849.5
0,0,0,2514360
0,0,0,7137699
0,0,0,7854353.67
0,0,0,3269930
0,0,0,4037918.4
0,0,0,1995808.71
0,0,0,2201868
0,0,0,2297490.8
25386046.67,25386046.67,0,0
0,0,0,5913600
0,0,0,3310303.25
0,0,0,3221704
0,0,0,3186161.16
0,0,0,2118340
0,0,0,5399939
0,0,0,2855280
0,0,0,7200000
0,0,0,2390352
0,0,0,2767374
0,0,0,2111314
0,0,0,3117256.6
0,0,0,2439880.58
0,0,0,2055492
0,0,0,3612788.1
0,0,0,2178147.28
0,0,0,2088779.5
0,0,0,2919043.6
0,0,0,22895613.23
0,0,0,2678606
0,0,0,2513650
0,0,0,2078882.1
0,0,0,2054285.71
0,0,0,2920778.2
0,0,0,5435520.98
0,0,0,3570975
0,0,0,6751188.38
0,0,0,2007010.95
0,0,0,2976680
0,0,0,2802346.19
0,0,0,4695000
0,0,0,2755002
0,0,0,2480507
0,0,0,2658212.85
0,0,0,2030240.68
0,0,0,2008140
0,0,0,2514285.71
0,0,0,3790644
0,0,0,6922909
0,0,0,4012219
0,0,0,2743421.81
0,0,0,13728800
0,0,0,3030854
0,0,0,30279114
0,0,0,2628363
0,0,0,11178962.8
0,0,0,15353209.15
0,0,0,5595500
0,0,0,3114398
0,0,0,2421181
0,0,0,23717312.04
0,0,0,5072463.1
0,0,0,13033068.36
0,0,0,3695149.1
0,0,0,28890559.69
0,0,0,2413307.42
0,0,0,4418828
0,0,0,3797450.72
0,0,0,4012740.5
0,0,0,2261707.5
0,0,0,18211516.28
0,0,0,5608233
0,0,0,4982102
0,0,0,2169676
0,0,0,3245528.65
0,0,0,2131581
0,0,0,5167412
0,0,0,7700000
0,0,0,2884352
0,0,0,2874084.08
0,0,0,2700196
0,0,0,43664216.33
0,0,0,3328091.62
0,0,0,2593886.24
0,0,0,2640000
0,0,0,28406450
0,0,0,10070988
0,0,0,13131581
0,0,0,2479896.8
0,0,0,2658097
0,0,0,3013360
0,0,0,2512572.21
0,0,0,6346127
0,0,0,5490409.69
0,0,0,2818981.26
0,0,0,1965944
0,0,0,2647972
0,0,0,3580700
0,0,0,2239775.2
0,0,0,2871826
2845060,2845060,0,0
0,0,0,3682865
0,0,0,6104000
0,0,0,6086626.58
0,0,0,2277092
0,0,0,3334026.6
0,0,0,4434349.45
0,0,0,3175000
0,0,0,2571539.7
0,0,0,11485973
0,0,0,2662131.02
0,0,0,4426595.63
0,0,0,4387945
0,0,0,3062500
0,0,0,5005627
0,0,0,6616480
0,0,0,3319376.1
0,0,0,2054226
0,0,0,6465385
0,0,0,2877984
0,0,0,13871362
0,0,0,2333883.2
0,0,0,2524462.54
0,0,0,9499588.8
0,0,0,4371300
0,0,0,3165429
0,0,0,2219060
0,0,0,3194395.03
0,0,0,6191431.1
0,0,0,5760434
0,0,0,5896596
0,0,0,10443862
0,0,0,2300480.24
0,0,0,6486323.14
0,0,0,2170814
0,0,0,3386336
0,0,0,2330950
0,0,0,2352251.36
0,0,0,2570040
0,0,0,5684224
0,0,0,3433586.76
0,0,0,2679052
0,0,0,2820212
0,0,0,2101035
0,0,0,3122860
0,0,0,4606008
0,0,0,2639197.11
0,0,0,2429320
0,0,0,2559400
0,0,0,2840786.2
0,0,0,2045224.83
0,0,0,2747388
0,0,0,6348484.7
